relative_path,bytes,sha256
05_MESSDATEN_UND_PRUEFBILDER/PRUEFBILDER_AUS_ENTWICKLUNG/11_SCHIEBEBOX_EXAKT_V14_HINGE_V6/05_QUELLE_UND_PRUEFUNG/04_DRAUFSICHT_FAECHER.png,9372,67ea676da7de8382f3283635eb36bf32720cef71c7d2359fc733e22df5f23532
05_MESSDATEN_UND_PRUEFBILDER/PRUEFBILDER_AUS_ENTWICKLUNG/11_SCHIEBEBOX_EXAKT_V14_HINGE_V6/05_QUELLE_UND_PRUEFUNG/05_MONTAGE_UNTER_V14_SCHARNIERSEITE.png,44638,74171502aa5c3719cb9ad39ab2b1a1f2f2f690b94743d93b7e737a1329d1534b
05_MESSDATEN_UND_PRUEFBILDER/PRUEFBILDER_AUS_ENTWICKLUNG/12_V14_KLAPPSTANDFUSS_M3_V1/05_QUELLE_UND_PRUEFUNG/PRUEFBILDER/01_EINGEKLAPPT.png,31523,b5cd00e04c3f58e51ade7a23b14231018ca1e4901295e0f6485f8096546dc9c8
05_MESSDATEN_UND_PRUEFBILDER/PRUEFBILDER_AUS_ENTWICKLUNG/12_V14_KLAPPSTANDFUSS_M3_V1/05_QUELLE_UND_PRUEFUNG/PRUEFBILDER/02_AUFGEKLAPPT.png,24030,c3158968d90630cc5f0a4cee30125f4e731c3618d28763a6234df67fb3bc24b4
05_MESSDATEN_UND_PRUEFBILDER/PRUEFBILDER_AUS_ENTWICKLUNG/12_V14_KLAPPSTANDFUSS_M3_V1/05_QUELLE_UND_PRUEFUNG/PRUEFBILDER/03_AN_V14_HANDYHAELFTE.png,68936,b4cea17ed2366a2dd213a7745acfc5f52841d2e922dc3cbde030335a967aa158
05_MESSDATEN_UND_PRUEFBILDER/PRUEFBILDER_AUS_ENTWICKLUNG/12_V14_KLAPPSTANDFUSS_M3_V1/05_QUELLE_UND_PRUEFUNG/PRUEFBILDER/04_GESAMTES_CYBERDECK_STANDFEST.png,90029,4a0de74a592300f1bb47a3fa2c1064c6b3475236092faa726f8d64fa940775ba
05_MESSDATEN_UND_PRUEFBILDER/PRUEFBILDER_AUS_ENTWICKLUNG/12_V6_CLIPS_EINRASTKRAGEN_PLUS1MM/03_PRUEFUNG/01_CLIP_PLUS1MM.png,13461,30aff9b06ac291663686483770525411dbf74f6fa3239997069202e59449b800
05_MESSDATEN_UND_PRUEFBILDER/PRUEFBILDER_AUS_ENTWICKLUNG/12_V6_CLIPS_EINRASTKRAGEN_PLUS1MM/03_PRUEFUNG/02_SECHS_CLIPS_PLUS1MM.png,23158,75e9cf136e3c745963d6fcde1480f4cb940e381486665f2393a821b33631d15d
05_MESSDATEN_UND_PRUEFBILDER/PRUEFBILDER_AUS_ENTWICKLUNG/13_V14_ELEGANTER_RINGSTAND_M3_V2/05_QUELLE_UND_PRUEFUNG/PRUEFBILDER/01_EINGEKLAPPT.png,47235,d5e896020bec4876abf7762534cf7b3ab869ed0afdec555ef361678cc9dc1de0
05_MESSDATEN_UND_PRUEFBILDER/PRUEFBILDER_AUS_ENTWICKLUNG/13_V14_ELEGANTER_RINGSTAND_M3_V2/05_QUELLE_UND_PRUEFUNG/PRUEFBILDER/02_AUFGEKLAPPT.png,39310,0ce3da9ddee091c0b4d0341c4facb67c77491f0e113f62dedc57a8c01a408d30
